id,type,title,text,year,city,country,lat,lon,all_cities,all_coords,theme_primary,theme_secondary,case_study_flag,case_study_confidence,retrieval_reason
US12404530,patent,Methods for Producing a Composition Containing Lipids From Recombinant Algae Having High Lipid Productivity,Methods for Producing a Composition Containing Lipids From Recombinant Algae Having High Lipid Productivity. The invention provides recombinant algal mutants that have a genetic modification to a gene or nucleic acid sequence encoding a WD40 repeat containing protein or domain. The genetic modification of one or more nucleic acid sequences encoding a WD40 repeat containing protein or domain results in a mutant organism with increased lipid productivity and/or higher biomass productivity (as measured by total organic carbon). The genetic modification can be a gene attenuation or functional deletion. The lipid products of these mutants can be utilized as biofuels or for other specialty chemical products. Methods of making and using the recombinant algal mutants and methods of producing lipids are also disclosed.,2025,La Jolla,US,32.8458529,-117.2575702,"[""La Jolla, CA""]","[[32.8458529, -117.2575702]]",,,True,0.0714,core_keyword
US12385022,patent,RECOMBINANT ALGAE HAVING HIGH LIPID PRODUCTIVITY,"RECOMBINANT ALGAE HAVING HIGH LIPID PRODUCTIVITY. The invention involves the provision of recombinant algal mutants that have a genetic modification to a nucleic acid sequence encoding a trehalose biosynthetic enzyme, and/or a genetic modification to a nucleic acid encoding an RNA binding domain And in some embodiments either of these algal mutants can further have a genetic mutation to a nucleic acid sequence encoding an SGI1 polypeptide. Attenuation of one, two, or all three of these genes results in a mutant organism with increased lipid productivity. It was also discovered that one, two, three, or more genetic mutations can be accumulated or &#x201c;stacked&#x201d; in a particular mutant cell or organism to result in further increases in the production of lipid products. The lipid products of these mutants are useful as biofuels or for other specialty chemical products.",2025,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA""]","[[32.7174202, -117.162772]]",,,True,0.0714,core_keyword
US12378547,patent,SYNTHETIC GENOME,"SYNTHETIC GENOME. The current invention provides a synthetic prokaryotic genome comprising 5 or fewer occurrences of one or more sense codons; and/or a synthetic prokaryotic genome derived from a parent genome, wherein the synthetic prokaryotic genome comprises less than 10%, 5%, 2%, 1%, 0.5%, 0.1% of the occurrences of one or more sense codons, relative to the parent genome; and/or a synthetic prokaryotic genome comprising 100 or more, 200 or more, or 1000 or more genes with no occurrences of one or more sense codons.",2025,Swindon,GB,51.5615327,-1.7854322,"[""Swindon""]","[[51.5615327, -1.7854322]]",,,False,0.0,core_keyword
US12589396,patent,DIGITAL TO BIOLOGICAL CONVERTER,"DIGITAL TO BIOLOGICAL CONVERTER. The present invention provides a system for receiving biological sequence information and activating the synthesis of a biological entity. The system has a receiving unit for receiving a signal encoding biological sequence information transmitted from a transmitting unit. The transmitting unit can be present at a remote location from the receiving unit. The system also has an assembly unit connected to the receiving unit, and the assembly unit assembles the biological entity according to the biological sequence information. Thus, according to the present invention biological sequence information can be digitally transmitted to a remote location and the information converted into a biological entity, for example a protein useful as a vaccine, immediately upon being received by the receiving unit and without further human intervention after preparing the system for receipt of the information. The invention is useful, for example, for rapidly responding to viral and other biological threats that are specific to a particular locale.",2026,La Jolla,US,32.8458529,-117.2575702,"[""La Jolla, CA"", ""Carlsbad, CA"", ""San Marcos, CA""]","[[32.8458529, -117.2575702], [33.1580933, -117.3505966], [33.1352995, -117.1743395]]",,,False,0.0,core_keyword
US12410433,patent,BUILDING DESIGNER RNA NANO-STRUCTURES FOR SYNTHETIC BIOLOGY APPLICATIONS,"BUILDING DESIGNER RNA NANO-STRUCTURES FOR SYNTHETIC BIOLOGY APPLICATIONS. Embodiments of the disclosure include compositions and methods for generating RNA nanostructures, particularly in a cell. In particular embodiments, RNA subunits comprising at least one three-way junction and at least one kissing loop are configured such that multiple RNA subunits can polymerize into a specific structure. In particular embodiments, the RNA subunits are configured such that sequence of at least one kissing loop is complementary to sequence of another kissing loop, such as on another RNA subunit, and the summation of multiple RNA subunits having specific individual structures results in a combined polymerized structure of a defined shape. In specific embodiments, an RNA nanostructure generated from methods herein is utilized for an application, such as manufacturing or genetic modifications in a cell.",2025,Pearland,US,29.5639758,-95.2864299,"[""Pearland, TX""]","[[29.5639758, -95.2864299]]",,,False,0.0,core_keyword
US12553072,patent,"D-xylulose 4-epimerase, mutants and uses thereof","D-xylulose 4-epimerase, mutants and uses thereof. The present disclosure relates to D-xylulose 4-epimerase, mutants thereof, and uses thereof. Specifically, the present disclosure relates to a polypeptide having D-xylulose 4-epimerase activity, a method for preparing said polypeptide, and use of said polypeptide in the preparation of L-pentose using D-xylose or D-xylulose as a raw material. Compared with the traditional preparation method in the prior art, the new method for preparing L-pentose discovered in the present disclosure has simpler production process and reduces the cost of producing L-pentose.",2026,Tianjin,CN,39.3032619,117.4163641,"[""Tianjin""]","[[39.3032619, 117.4163641]]",,,False,0.0,core_keyword
US12460229,patent,RECOMBINANT ARTERIVIRUS REPLICON SYSTEMS AND USES THEREOF,"RECOMBINANT ARTERIVIRUS REPLICON SYSTEMS AND USES THEREOF. The present disclosure generally relates to viral-based expression systems suitable for the production of molecule of interests in recombinant host cells. The disclosure particularly relates to nucleic acid constructs, such as expression vectors, containing a modified arterivirus genome or replicon RNA in which at least some of its original viral sequence has been deleted. Also included in the disclosure are viral-based expression vectors including one or more expression cassettes encoding heterologous polypeptides. In some embodiments, the expression cassettes are configured and positioned at defined locations on the viral genome so as to enable expression of the heterologous polypeptides in a tunable manner.",2025,Olathe,US,38.8838856,-94.81887,"[""Olathe, KS"", ""San Diego, CA"", ""La Jolla, CA""]","[[38.8838856, -94.81887], [32.7174202, -117.162772], [32.8458529, -117.2575702]]",,,False,0.0,core_keyword
US12331326,patent,GENETICALLY ENGINEERED VIBRIO SP. AND USES THEREOF,"GENETICALLY ENGINEERED VIBRIO SP. AND USES THEREOF. The present disclosure relates to the seminal discovery of a generation and use of genetically engineered Vibrio sp. Provided is the use of the genetically engineered bacteria for the construction, maintenance, manipulation, and/or propagation of DNA constructs; protein expression; protein secretion; vectors and other metabolic tools; metabolic engineering; expression of cellular extracts for cell-free biology; shuttle vectors; cloning vectors; and for synthetic biology applications. The disclosure also relates to the use of the replication machinery of Vibrio sp. as a cloning or expression vector for replication of recombinant DNA constructs. The disclosure also relates to methods of use of the above.",2025,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA"", ""Carlsbad, CA""]","[[32.7174202, -117.162772], [33.1580933, -117.3505966]]",,,False,0.0,core_keyword
US12371724,patent,METHODS FOR IN VITRO JOINING AND COMBINATORIAL ASSEMBLY OF NUCLEIC ACID MOLECULES,"METHODS FOR IN VITRO JOINING AND COMBINATORIAL ASSEMBLY OF NUCLEIC ACID MOLECULES. The present invention relates to methods of joining two or more double-stranded (ds) or single-stranded (ss) DNA molecules of interest in vitro, wherein the distal region of the first DNA molecule and the proximal region of the second DNA molecule of each pair share a region of sequence identity. The method allows the joining of a large number of DNA fragments, in a predetermined order and orientation, without the use of restriction enzymes. It can be used, e.g., to join synthetically produced sub-fragments of a gene or genome of interest. Kits for performing the method are also disclosed. The methods of joining DNA molecules may be used to generate combinatorial libraries useful to generate, for example, optimal protein expression through codon optimization, gene optimization, and pathway optimization.",2025,Crofton,US,39.0159547,-76.6842057,"[""Crofton, MD"", ""San Diego, CA"", ""La Jolla, CA"", ""Gaithersburg, MD""]","[[39.0159547, -76.6842057], [32.7174202, -117.162772], [32.8458529, -117.2575702], [39.1399187, -77.1929215]]",,,False,0.0,core_keyword
US12618078,patent,CHLOROPHYTE ALGAE HAVING IMPROVED PRODUCTIVITY,CHLOROPHYTE ALGAE HAVING IMPROVED PRODUCTIVITY. The invention involves mutant or recombinant Chlorophyte algal organisms that have a genetic modification in a gene encoding a chloroplastic signal recognition particle 43 (cpSRP43). In one embodiment the Chlorophyte organisms are Trebouxiophyte algae that are diploid or polyploid for a gene encoding a chloroplastic signal recognition particle 43 (cpSRP43). The mutant organisms can have a genetic modification in one allele of the gene but not in another allele of the gene. The mutant or algal organisms have higher biomass and lipid productivity. Additional mutant or algal organisms are disclosed that also have a genetic modification to one or more genes encoding a light harvesting chlorophyll a/b (binding) protein.,2026,La Jolla,US,32.8458529,-117.2575702,"[""La Jolla, CA""]","[[32.8458529, -117.2575702]]",,,False,0.0,core_keyword
US12441839,patent,"Method for producing high temperature-resistant polyamide, high temperature-resistant polyamide and use thereof","Method for producing high temperature-resistant polyamide, high temperature-resistant polyamide and use thereof. The present invention provides a process for producing a high temperature resistant polyamide, the high temperature resistant polyamide and the use thereof. The process comprises: optionally concentrating a polyamide salt solution, and then conducting the following operations: heating and pressurizing to a pressure of P1, and maintaining the pressure, wherein the temperature of the system is T1 at the end of the pressure-maintenance; depressurizing to a pressure of P2, wherein the temperature of the system is T2 at the end of the depressurization; and evacuating, whereby a polyamide melt is obtained; wherein P1 is 0.8-4 MPa, T1 is 250-290&#xb0; C., T1&#x3c;T2 and (T2&#x2212;T1)/(P1&#x2212;P2)=5-75. The process for producing a high temperature resistant polyamide according to the present invention is simple to operate and reduces energy consumption. The obtained high temperature resistant polyamide may be used as a raw material for such injection molded parts, molded articles, or fibers as high temperature resistant attachments for machines, automobiles, household appliances, toys, textiles, sporting goods, mobile phones, computers, laptops, GPS devices, or optical devices.",2025,Shanghai,CN,31.2312707,121.4700152,"[""Shanghai""]","[[31.2312707, 121.4700152]]",,,False,0.0,core_keyword
US12011486,patent,"MOMP TELONANOPARTICLES, AND RELATED COMPOSITIONS, METHODS AND SYSTEMS","MOMP TELONANOPARTICLES, AND RELATED COMPOSITIONS, METHODS AND SYSTEMS. A telodendrimer-nanolipoprotein particle (t-NLP), comprising one or more membrane forming lipids, one or more telodendrimers, and a scaffold protein and a Chlamydia major outer membrane protein (MOMP) comprising a MOMP hydrophobic region, and related compositions methods and systems.",2024,OAKLAND,US,37.8044557,-122.271356,"[""OAKLAND, CA"", ""Livermore, CA"", ""LIVERMORE, CA"", ""SAN LEANDRO, CA"", ""Coronado, CA""]","[[37.8044557, -122.271356], [37.6820583, -121.768053], [37.6820583, -121.768053], [37.7249296, -122.1560768], [32.6915199, -117.1766947]]",,,False,0.0,core_keyword
US12385035,patent,SYNTHETIC GENOME,"SYNTHETIC GENOME. The current invention provides a synthetic prokaryotic genome comprising 5 or fewer occurrences of one or more sense codons; and/or a synthetic prokaryotic genome derived from a parent genome, wherein the synthetic prokaryotic genome comprises less than 10%, 5%, 2%, 1%, 0.5%, 0.1% of the occurrences of one or more sense codons, relative to the parent genome; and/or a synthetic prokaryotic genome comprising 100 or more, 200 or more, or 1000 or more genes with no occurrences of one or more sense codons.",2025,Swindon,GB,51.5615327,-1.7854322,"[""Swindon""]","[[51.5615327, -1.7854322]]",,,False,0.0,core_keyword
US11976315,patent,RECOMBINANT ALGAE HAVING HIGH LIPID PRODUCTIVITY,RECOMBINANT ALGAE HAVING HIGH LIPID PRODUCTIVITY. The invention provides recombinant algal mutants that have a genetic modification to a gene or nucleic acid sequence encoding a WD40 repeat containing protein or domain. The genetic modification of one or more nucleic acid sequences encoding a WD40 repeat containing protein or domain results in a mutant organism with increased lipid productivity and/or higher biomass productivity (as measured by total organic carbon). The genetic modification can be a gene attenuation or functional deletion. The lipid products of these mutants can be utilized as biofuels or for other specialty chemical products. Methods of making and using the recombinant algal mutants and methods of producing lipids are also disclosed.,2024,La Jolla,US,32.8458529,-117.2575702,"[""La Jolla, CA"", ""San Diego, CA""]","[[32.8458529, -117.2575702], [32.7174202, -117.162772]]",,,True,0.0714,core_keyword
US12077747,patent,RECOMBINANT ALGAE HAVING HIGH LIPID PRODUCTIVITY,"RECOMBINANT ALGAE HAVING HIGH LIPID PRODUCTIVITY. The invention provides recombinant algal organisms that have a genetic modification to a gene or nucleic acid sequence encoding an RNA binding domain. In some embodiments the genetic modification can be a functional deletion or attenuation of the gene. The genetic modification results in a mutant organism with increased lipid productivity and/or higher biomass productivity. The lipid products of these mutants can be utilized as biofuels or to manufacture other specialty products. The recombinant mutants can also, optionally, have a genetic modification to a gene encoding an SGI1 polypeptide. Methods of making and using the recombinant algal mutants and methods of producing lipids are also disclosed.",2024,La Jolla,US,32.8458529,-117.2575702,"[""La Jolla, CA"", ""San Diego, CA""]","[[32.8458529, -117.2575702], [32.7174202, -117.162772]]",,,True,0.0714,core_keyword
US12168772,patent,METHOD OF TRANSFORMING PHOTOSYNTHETIC ORGANISMS,"METHOD OF TRANSFORMING PHOTOSYNTHETIC ORGANISMS. The invention provides methods of transforming photosynthetic organisms, such as green algae. The methods involve methylating one or more DNA fragments of a DNA construct and transforming the one or more fragments into the photosynthetic organism. The DNA fragments can be the product of a DNA amplification procedure, such as PCR or a PCR-like procedure. In one embodiment the one or more fragments of DNA that comprise a DNA construct are dam methylated prior to being transformed into the photosynthetic organism.",2024,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA""]","[[32.7174202, -117.162772]]",,,False,0.0,core_keyword
US11746321,patent,METHODS OF CLONING NUCLEIC ACIDS OR PRODUCING PROTEINS IN A LOW ENDOTOXIN ORGANISM,"METHODS OF CLONING NUCLEIC ACIDS OR PRODUCING PROTEINS IN A LOW ENDOTOXIN ORGANISM. The invention provides engineered Vibrio sp. organisms that comprise a genetic modification to either or both of the lpxL and/or lpxM genes. The organisms score substantially lower in an in vitro endotoxin assay versus the unmodified or wild type organism. The organisms preserve substantially the growth rate of the corresponding unmodified organisms. The organisms can also have an exogenous nucleic acid cloned in the organism, or an exogenous nucleic acid encoding a protein, polypeptide, or peptide expressed by the organism, and optionally secreted from the organism.",2023,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA"", ""Carlsbad, CA"", ""La Jolla, CA""]","[[32.7174202, -117.162772], [33.1580933, -117.3505966], [32.8458529, -117.2575702]]",,,False,0.0,core_keyword
US12234450,patent,GENERATION OF SYNTHETIC GENOMES,"GENERATION OF SYNTHETIC GENOMES. Methods for generating synthetic genomes, for example synthetic genomes having desired properties or viable genomes of reduced size, are disclosed. Also disclosed are synthetic genomes produced by the methods disclosed herein and synthetic cells containing the synthetic genomes disclosed herein.",2025,La Jolla,US,32.8458529,-117.2575702,"[""La Jolla, CA"", ""Rockville, MD"", ""Gaithersburg, MD"", ""London"", ""San Diego, CA"", ""Encinitas, CA"", ""Carlsbad, CA""]","[[32.8458529, -117.2575702], [39.0817985, -77.1516844], [39.1399187, -77.1929215], [42.9836747, -81.2496068], [32.7174202, -117.162772], [33.0369867, -117.2919818], [33.1580933, -117.3505966]]",,,False,0.0,core_keyword
US11787843,patent,HIGH PRODUCTIVITY ALGAL MUTANTS HAVING REDUCED PHOTOSYNTHETIC ANTENNA,"HIGH PRODUCTIVITY ALGAL MUTANTS HAVING REDUCED PHOTOSYNTHETIC ANTENNA. Disclosed herein are mutant photosynthetic microorganisms having an attenuated SGI1 gene. The mutants have reduced chlorophyll and increased productivity with respect to wild type cells. Also disclosed are methods of using such mutants for producing biomass or bioproducts, and methods of screening for such mutants.",2023,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA"", ""Poway, CA""]","[[32.7174202, -117.162772], [32.9628234, -117.035864]]",,,False,0.0,core_keyword
US11434493,patent,REGULATORY SEQUENCES FOR EXPRESSION OF TRANSGENES,"REGULATORY SEQUENCES FOR EXPRESSION OF TRANSGENES. The invention provides important tools for the use of Chlorophyte organisms, including regulatory sequences useful for the expression of transgenes in such organisms. Also provided are vectors and expression cassettes containing promoters and/or terminators disclosed herein for expression of transgenes in Chlorophyte organisms. Methods of using these tools are also provided.",2022,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA""]","[[32.7174202, -117.162772]]",,,False,0.0,core_keyword
US11859218,patent,RECOMBINANT ALGAE HAVING HIGH LIPID PRODUCTIVITY,"RECOMBINANT ALGAE HAVING HIGH LIPID PRODUCTIVITY. The invention involves the provision of recombinant algal mutants that have a genetic modification to a nucleic acid sequence encoding a trehalose biosynthetic enzyme, and/or a genetic modification to a nucleic acid encoding an RNA binding domain. And in some embodiments either of these algal mutants can further have a genetic mutation to a nucleic acid sequence encoding an SGI1 polypeptide. Attenuation of one, two, or all three of these genes results in a mutant organism with increased lipid productivity. It was also discovered that one, two, three, or more genetic mutations can be accumulated or &#x201c;stacked&#x201d; in a particular mutant cell or organism to result in further increases in the production of lipid products. The lipid products of these mutants are useful as biofuels or for other specialty chemical products.",2024,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA"", ""La Jolla, CA""]","[[32.7174202, -117.162772], [32.8458529, -117.2575702]]",,,True,0.0714,core_keyword
US11913032,patent,COMPOSITIONS OF AND METHODS FOR IN VITRO VIRAL GENOME ENGINEERING,"COMPOSITIONS OF AND METHODS FOR IN VITRO VIRAL GENOME ENGINEERING. The present disclosure relates to a method of in vitro engineering of nucleic acids. This disclosure further relates to in vitro engineering of viral genomes and to the improvement of viral properties by in vitro genomic engineering of viral genomes. Specifically, the disclosure relates to in vitro viral genomic digestion using RNA-guided Cas9, the assembly of a recombinant genome by the insertion of a DNA or RNA fragment into the digested viral genome and transformation of a host cell with the recombinant genome. This method also related to in vitro engineering for error correction of nucleic acids.",2024,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA""]","[[32.7174202, -117.162772]]",,,False,0.0,core_keyword
US11332764,patent,MICROORGANISMS HAVING INCREASED LIPID PRODUCTIVITY,MICROORGANISMS HAVING INCREASED LIPID PRODUCTIVITY. The present invention provides mutant microorganism that have higher lipid productivity than the wild type microorganisms from which they are derived while biomass at levels that are within approximately 50% of wild type biomass productivities under nitrogen replete conditions. Particular mutants produce at least twice as much FAME lipid as wild type while producing at least 75% of the biomass produced by wild type cells under nitrogen replete conditions. Also provided are methods of producing lipid using the mutant strains.,2022,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA""]","[[32.7174202, -117.162772]]",,,False,0.0,core_keyword
US12043836,patent,RNA-Guided Endonuclease Expressing Algal Strain for High Efficiency In Vivo Genome Editing,"RNA-Guided Endonuclease Expressing Algal Strain for High Efficiency In Vivo Genome Editing. The present invention provides cell lines for high efficiency genome editing using cas/CRISPR systems, methods of generating such cells lines and methods of generating mutations in the genome of an organism using such cell lines.",2024,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA""]","[[32.7174202, -117.162772]]",,,False,0.0,core_keyword
US11186616,patent,Increased production of ginsenosides through yeast cell organelle improvement,"Increased production of ginsenosides through yeast cell organelle improvement. Provided are a recombinant yeast having improved ability to produce ginsenoside, which is prepared by overexpressing INO2 and INO4 or deleting OPT1 in a yeast having ability to produce ginsenoside, a method of preparing the yeast, and a method of producing ginsenoside by using the yeast.",2021,Gyeonggi-do,KR,37.2884675,127.0535231,"[""Gyeonggi-do"", ""Busan"", ""Daejeon"", ""Ulsan""]","[[37.2884675, 127.0535231], [35.1799528, 129.0752365], [36.3497007, 127.3849016], [35.5391697, 129.3119136]]",,,False,0.0,core_keyword
US11884916,patent,MATERIALS AND METHODS FOR THE SYNTHESIS OF ERROR-MINIMIZED NUCLEIC ACID MOLECULES,"MATERIALS AND METHODS FOR THE SYNTHESIS OF ERROR-MINIMIZED NUCLEIC ACID MOLECULES. The present invention provides materials and methods useful for error correction of nucleic acid molecules. In one embodiment of the invention, a first plurality of double-stranded nucleic acid molecules having a nucleotide mismatch are fragmented by exposure to a molecule having unidirectional mismatch endonuclease activity. The nucleic acid molecules are cut at the mismatch site or near the mismatch site, leaving a double-stranded nucleic acid molecule having a mismatch at the end or near end of the molecule. The nucleic acid molecule is then exposed to a molecule having unidirectional exonuclease activity to remove the mismatched nucleotide. The missing nucleotides can then be filled in by the action of, e.g., a molecule having DNA polymerase activity. The result is double-stranded nucleic acid molecules with a decreased frequency of nucleotide mismatches. Also provided are novel nucleic acid sequences encoding mismatch endonucleases, polypeptides encoded thereby, as well as nucleic acid constructs, transgenic cells, and various compositions thereof.",2024,Carlsbad,US,33.1580933,-117.3505966,"[""Carlsbad, CA"", ""Rancho Santa Fe, CA"", ""San Diego, CA""]","[[33.1580933, -117.3505966], [33.0242314, -117.1979781], [32.7174202, -117.162772]]",,,False,0.0,core_keyword
US11873497,patent,REGULATORY ELEMENTS FROM LABYRINTHULOMYCETES MICROORGANISMS,"REGULATORY ELEMENTS FROM LABYRINTHULOMYCETES MICROORGANISMS. The present disclosure generally relates to novel polynucleotide molecules for use in regulating gene expression in recombinant cells, such as labyrinthulomycetes cells. The disclosure further relates to nucleic acid constructs, such as vectors and expression cassettes, containing a regulatory element operably linked to a heterologous nucleotide sequence. The disclosure further relates to methods for stably transforming a host cell, such as a labyrinthulomycetes cell with transgenes. Stably transformed recombinant cells, progeny, biomaterials derived therefrom, and methods for preparing and using the same are also provided.",2024,Rancho Santa Fe,US,33.0242314,-117.1979781,"[""Rancho Santa Fe, CA"", ""San Diego, CA"", ""Irvine, CA""]","[[33.0242314, -117.1979781], [32.7174202, -117.162772], [33.6856969, -117.825981]]",,,False,0.0,core_keyword
US11542529,patent,IN VITRO RECOMBINATION METHOD,"IN VITRO RECOMBINATION METHOD. The present invention relates, e.g., to in vitro method, using isolated protein reagents, for joining two double stranded (ds) DNA molecules of interest, wherein the distal region of the first DNA molecule and the proximal region of the second DNA molecule share a region of sequence identity, comprising contacting the two DNA molecules in a reaction mixture with (a) a non-processive 5&#x2032; exonuclease; (b) a single stranded DNA binding protein (SSB) which accelerates nucleic acid annealing; (c) a non strand-displacing DNA polymerase; and (d) a ligase, under conditions effective to join the two DNA molecules to form an intact double stranded DNA molecule, in which a single copy of the region of sequence identity is retained. The method allows the joining of a number of DNA fragments, in a predetermined order and orientation, without the use of restriction enzymes.",2023,Gaithersburg,US,39.1399187,-77.1929215,"[""Gaithersburg, MD"", ""San Diego, CA"", ""Carlsbad, CA""]","[[39.1399187, -77.1929215], [32.7174202, -117.162772], [33.1580933, -117.3505966]]",,,False,0.0,core_keyword
US11810646,patent,SYNTHETIC BIOLOGY TOOLS,SYNTHETIC BIOLOGY TOOLS. Methods for design of genetic circuits are provided.,2023,San Francisco,US,37.7879363,-122.4075201,"[""San Francisco, CA"", ""El Sobrante, CA""]","[[37.7879363, -122.4075201], [37.9744635, -122.3057294]]",,,False,0.0,core_keyword
US11365388,patent,NOVEL MICROORGANISM HAVING MINIMAL GENOME AND METHOD OF PRODUCING THE SAME,"NOVEL MICROORGANISM HAVING MINIMAL GENOME AND METHOD OF PRODUCING THE SAME. Provided is a method of producing a novel microorganism having a minimal genome. In particular, provided are a method of producing a novel microorganism having a smaller genome size than a wild-type, the method including the step of culturing the microorganism in a medium containing LB broth with stepwise decreasing concentrations of the LB broth; and a novel microorganism having a smaller genome size than a wild-type, produced by the above method. Despite the small genome size, the novel microorganism of the present disclosure may have a high growth rate, pyruvate production capacity, and protein translation efficiency thereby being usefully applied to industry such as production of recombinant proteins or pyruvate.",2022,Daejeon,KR,36.3497007,127.3849016,"[""Daejeon""]","[[36.3497007, 127.3849016]]",,,False,0.0,core_keyword
US11162106,patent,INDUCIBLE EXPRESSION OF GENES IN ALGAE,"INDUCIBLE EXPRESSION OF GENES IN ALGAE. The present application provides novel algal regulatory elements including inducible nitrate/nitrite promoter sequences and terminator sequences. The application further discloses DNA constructs comprising these novel regulatory elements, and recombinant microorganisms comprising these regulatory elements. Methods of modifying, producing, and using the regulatory elements are also disclosed. Methods disclosed in the present application are suited for inducible expressions of genes, such as a transgene or a native gene in algal species.",2021,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA"", ""La Jolla, CA""]","[[32.7174202, -117.162772], [32.8458529, -117.2575702]]",,,False,0.0,core_keyword
US11578311,patent,AVOIDING EPIGENETIC SILENCING OF EXOGENOUS NUCLEIC ACID IN ALGAE,AVOIDING EPIGENETIC SILENCING OF EXOGENOUS NUCLEIC ACID IN ALGAE. The present application relates to the identification of novel DNA methyltransferases including CHG methylation in algal species. The present application relates to algal mutants permitting the expression of exogenous genes by alleviating the epigenetic mechanisms of CHG and CHH methylation of exogenous DNA and mono- and tri-methylation of lysine 9 of histone 3 (H3K9). This is achieved by mutating or attenuating the methyltransferase (MTase) genes in algae. The present application also relates to methods for efficiently expressing exogenous genes in algal species.,2023,San Diego,US,32.7174202,-117.162772,"[""San Diego, CA"", ""La Jolla, CA""]","[[32.7174202, -117.162772], [32.8458529, -117.2575702]]",,,False,0.0,core_keyword
US11555205,patent,RECOMBINANT ARTERIVIRUS REPLICON SYSTEMS AND USES THEREOF,"RECOMBINANT ARTERIVIRUS REPLICON SYSTEMS AND USES THEREOF. The present disclosure generally relates to viral-based expression systems suitable for the production of molecule of interests in recombinant host cells. The disclosure particularly relates to nucleic acid constructs, such as expression vectors, containing a modified arterivirus genome or replicon RNA in which at least some of its original viral sequence has been deleted. Also included in the disclosure are viral-based expression vectors including one or more expression cassettes encoding heterologous polypeptides. In some embodiments, the expression cassettes are configured and positioned at defined locations on the viral genome so as to enable expression of the heterologous polypeptides in a tunable manner.",2023,Olathe,US,38.8838856,-94.81887,"[""Olathe, KS"", ""San Diego, CA"", ""La Jolla, CA""]","[[38.8838856, -94.81887], [32.7174202, -117.162772], [32.8458529, -117.2575702]]",,,False,0.0,core_keyword
US11667693,patent,Novel Synthetic Biology-Based ADCC Technology,"Novel Synthetic Biology-Based ADCC Technology. A novel synthetic biology-based ADCC technology is provided that enhances or enables ADCC response. The novel ADCC technology can be used to prevent or treat cancers, infectious, inflammatory or autoimmune diseases, and other diseases where elimination of diseased cells is desirable.",2023,Cambridge,US,42.3656347,-71.1040018,"[""Cambridge, MA"", ""Newton, MA""]","[[42.3656347, -71.1040018], [42.3300435, -71.194862]]",,,False,0.0,core_keyword
US12203078,patent,INDUCIBLE PROMOTER FOR GENE EXPRESSION AND SYNTHETIC BIOLOGY,"INDUCIBLE PROMOTER FOR GENE EXPRESSION AND SYNTHETIC BIOLOGY. The invention is related to an inducible promoter for improved and regulated gene expression, useful in synthetic biology and metabolic engineering. In particular, the present invention relates to a nucleotide sequence comprising the regulatory regions of an erythritol- and erythrulose-inducible promoter in yeast and uses thereof in an expression system thus allowing an improved and regulated gene expression and production of gene product.",2025,TRAPPES,FR,48.7760957,1.9988356,"[""TRAPPES"", ""HAZEBROUCK"", ""BOIS D'ARCY"", ""LIEGE"", ""OTTIGNIES"", ""BRUXELLES""]","[[48.7760957, 1.9988356], [50.7226113, 2.5360331], [47.5475818, 3.7165618], [50.4708135, 5.7735658], [50.666357, 4.5690502], [50.8551025, 4.3510915]]",,,False,0.0,core_keyword
US11207422,patent,"MOMP TELONANOPARTICLES, AND RELATED COMPOSITIONS, METHODS AND SYSTEMS","MOMP TELONANOPARTICLES, AND RELATED COMPOSITIONS, METHODS AND SYSTEMS. A telodendrimer-nanolipoprotein particle (t-NLP), comprising one or more membrane forming lipids, one or more telodendrimers, and a scaffold protein and a Chlamydia major outer membrane protein (MOMP) comprising a MOMP hydrophobic region, and related compositions methods and systems.",2021,OAKLAND,US,37.8044557,-122.271356,"[""OAKLAND, CA"", ""LIVERMORE, CA"", ""SAN LEANDRO, CA"", ""CORONADO, CA""]","[[37.8044557, -122.271356], [37.6820583, -121.768053], [37.7249296, -122.1560768], [32.6915199, -117.1766947]]",,,False,0.0,core_keyword
US10864264,patent,INFLUENZA VIRUS REASSORTMENT,INFLUENZA VIRUS REASSORTMENT. New influenza donor strains for the production of reassortant influenza B viruses are provided.,2020,Cambridge,US,42.3656347,-71.1040018,"[""Cambridge, MA""]","[[42.3656347, -71.1040018]]",,,False,0.0,core_keyword
